"Response_ID","Date_submitted","Last_page","Start_language","Date_started","Date_last_action","IP_address","Referrer_URL","Which_part_of_the_NHS_do_you_mainly_work_in?","Which_part_of_the_NHS_do_you_mainly_work_in?_[Other]","What_is_your_main_job/role_within_the_NHS?","What_is_your_main_job/role_within_the_NHS?_[Other]","Can_you_access_WiFi_in_your_place_of_NHS_work?","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_my_own_device_(BYOD)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_a_work-provided_device]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_requires_login_on_a_web_page_after_device_connects_to_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_have_access_to_EduRoam,_the_academic_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_is_provided_by_a_commercial_service_(WiFispark,_BT_OpenZone,_The_Cloud_etc)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_is_free]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_works_in_most_areas_of_my_workplace_that_I_need_it_to.]","Please_provide_some_further_information:_[WiFi_access_is_only_for_work_devices_and_I_haven't_been_provided_with_one]","Please_provide_some_further_information:_[WiFi_isn't_required_-_internet_and_clinical_record_access_via_Desktop_PCs_is_sufficient]","Please_provide_some_further_information:_[There_are_no_WiFi_networks_at_all]","Please_provide_some_further_information:_[There_is_a_good_mobile_data_signal_(ie_3G,_4G)_in_my_place_of_work]","Please_provide_some_further_information:_[Other]","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?_-_comment","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Medical_knowledge_resources]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Personal_email]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Trust_Intranet_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Work_email/NHSMail]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Mobile_electronic_medical_record_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Order_tests_for_patients]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Getting_results_of_patients'_tests]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Patients'_demographic_details_&_location_tracking]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Social_Media/Social_Networking]","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:_[Other]","OPTIONAL:_What_is_the_postcode_of_the_NHS_organisation_at_which_you_do_most_of_your_work?","OPTIONAL:_do_you_have_any_comments_on_WiFi_access_for_staff_or_patients_in_the_NHS?","Total_time","Group_time:_WiFi_in_your_Workplace","Question_time:_NHSSECTOR","Question_time:_JOBROLE","Question_time:_YESNOWIFI","Question_time:_YESWIFI","Question_time:_NOWIFI","Question_time:_CAREQUALITY","Question_time:_DOWITHWIFI","Question_time:_Q0009","Question_time:_POSTCODE","Question_time:_COMMENTS"
"1490","2014-10-21 15:02:49","1","en","2014-10-21 14:55:25","2014-10-21 15:02:49","86.128.87.244","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","IT Professional","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","WiFi for patients and visitors is free without registration","","BT161RH","These days both Staff and especially patients can benefit from the provision of WiFi, but needs to be carefully planned, the only thing worse than no WiFi is BAD WiFi !","444.05","","","","","","","","","","",""
"1431","2014-10-03 00:04:24","1","en","2014-10-02 23:40:09","2014-10-03 00:04:23","86.0.85.217","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","no wifi available to clinical staff only managers and 3G is rubbish","Access to WiFi  would improve the care I provide","I use many work apps such as online BNF, paediatrics drug calculator as well as using my devised to download and read papers on ipad/iphone while in theatre - last of wifi means I have to plan to download everything at home before i come in and can't then access other links.reference/resources","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","No WiFi for patients or visitors","","rm7 0ag","","1453.47","","","","","","","","","","",""
"1432","2014-10-03 05:58:15","1","en","2014-10-03 05:55:10","2014-10-03 05:58:14","31.54.211.51","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","Yes","Yes","Yes","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","WiFi for patients and visitors is free without registration","","TR1 3LJ","","182","","","","","","","","","","",""
"1434","2014-10-03 09:09:23","1","en","2014-10-03 09:05:10","2014-10-03 09:09:22","86.136.174.19","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is free with registration","","RH1 5RH ","It needs to be faster ","248.99","","","","","","","","","","",""
"1435","2014-10-03 10:12:39","1","en","2014-10-03 10:09:53","2014-10-03 10:12:39","78.150.98.198","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","It's only for patients","Access to WiFi  would improve the care I provide","Communicate with colleagues as there is no mobile reception in the hospital.","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is open but chargeable/non-free","","CV2 2DX","","165.96","","","","","","","","","","",""
"1489","2014-10-21 14:45:48","1","en","2014-10-21 14:44:25","2014-10-21 14:45:48","194.176.105.144","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Primary Care / GP","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","Yes","","Access to WiFi  would improve the care I provide","Specifically to allow for networked devices to upload patient data to the cloud. ","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","No WiFi for patients or visitors","","BN21 3QJ","","82.27","","","","","","","","","","",""
"1437","2014-10-03 11:44:18","1","en","2014-10-03 11:41:05","2014-10-03 11:44:18","143.167.89.96","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other","Library Manager","Yes","No","Yes","No","Yes","No","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I don't need to do this","","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","No WiFi for patients or visitors","","s10 2th","Wi fi access is only available if you take your device to IT and have password loaded on.
no guest Wi fi access for visiting NHS staff at conferences","193.08","","","","","","","","","","",""
"1438","2014-10-03 13:16:41","1","en","2014-10-03 13:14:02","2014-10-03 13:16:41","194.168.210.66","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi would have no effect","","I want to be able to do this","I don't need to do this","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I can do this already","I want to be able to do this","I don't need to do this","No WiFi for patients or visitors","","co3 3nb","","156.83","","","","","","","","","","",""
"1439","2014-10-03 14:52:28","1","en","2014-10-03 14:51:28","2014-10-03 14:52:28","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","No WiFi for patients or visitors","","nottingham","","59.33","","","","","","","","","","",""
"1440","2014-10-03 16:15:09","1","en","2014-10-03 16:06:51","2014-10-03 16:15:09","194.176.105.156","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I want to be able to do this","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is free without registration","","RH1 5RH","I'm very proud of the service we have here at East Surrey Hospital. I think wifi access (free, not some ghastly ""The Cloud"" version) is needed by patients and visitors more here than almost anywhere else. Our trust has been very forward thinking and ambitious and I think we should celebrate that. And no, I'm not a manger - just an ordinary doctor who works here. ","497.82","","","","","","","","","","",""
"1441","2014-10-03 19:02:40","1","en","2014-10-03 18:59:51","2014-10-03 19:02:40","86.15.21.103","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","Yes","No","No","Yes","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","WiFi for patients and visitors is free without registration","","","","163.61","","","","","","","","","","",""
"1442","2014-10-04 00:11:28","1","en","2014-10-04 00:02:02","2014-10-04 00:11:27","62.255.241.85","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other","Healthcare Assistant","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","Yes","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I don't need to do this","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","No WiFi for patients or visitors","","RG1 5AN","","564.57","","","","","","","","","","",""
"1443","2014-10-04 05:02:46","1","en","2014-10-04 04:58:45","2014-10-04 05:02:46","109.163.234.8","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Other","HSCIC","Manager/Executive","","Yes","Yes","Yes","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","","","","","I can do this already","WiFi for patients and visitors is free with registration","","LS1 6AE","","240.98","","","","","","","","","","",""
"1448","","1","en","2014-10-06 11:22:15","2014-10-06 11:28:27","194.176.105.138","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","Yes","Yes","Yes","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","","Xxx","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I can do this already","WiFi for patients and visitors is free with registration","","So15 7qw","Lots of users want high bandwidth services to stream data. They cannot have that. 
There is conflict with services such as Hospedia","369.14","","","","","","","","","","",""
"1449","2014-10-06 12:49:16","1","en","2014-10-06 12:46:01","2014-10-06 12:49:16","62.255.241.85","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","Yes","No","No","","Access to WiFi  would improve the care I provide","would enable the use of technology in therapy session with patients. ","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I don't need to do this","No WiFi for patients or visitors","","RG1 5AN","","195.02","","","","","","","","","","",""
"1486","2014-10-20 17:21:23","1","en","2014-10-20 17:13:38","2014-10-20 17:21:23","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","Access to WiFi  would improve the care I provide","we can setup smartphone to check nhs mail and browse nhs website","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is free without registration","","gu2 7xx","if we have wifi access we are less dependent on the availablity of hospital network computer which makes staff more flexible and increase efficient","463.39","","","","","","","","","","",""
"1451","2014-10-06 15:24:58","1","en","2014-10-06 15:22:23","2014-10-06 15:24:58","194.176.105.135","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I don't need to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","No WiFi for patients or visitors","","NE29 8NH","","153.49","","","","","","","","","","",""
"1485","2014-10-20 07:21:35","1","en","2014-10-20 07:18:51","2014-10-20 07:21:35","109.153.81.157","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","I don't need to do this","I don't need to do this","No WiFi for patients or visitors","","pr8 6pn","","162.33","","","","","","","","","","",""
"1484","2014-10-19 12:19:39","1","en","2014-10-19 12:17:12","2014-10-19 12:19:39","194.176.105.150","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","Yes","No","No","No","Yes","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","","","","","","","","","","No WiFi for patients or visitors","","AB25 2ZN","","58.35","","","","","","","","","","",""
"1457","2014-10-07 13:37:27","1","en","2014-10-07 13:34:40","2014-10-07 13:37:26","194.176.105.147","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Mental Health","","IT Professional","","Yes","Yes","Yes","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I don't need to do this","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I can do this already","I can do this already","I don't need to do this","Other","Process of clinical ownership/suitability","S10 3TH","","165.53","","","","","","","","","","",""
